Subscriber Number,Zone,Meter type,Apr.23,Mai.23,Jun.23,Jul.23,Aug.23,Sep.23,Okt.23,Nov.23,Dez.23,Jan.24,Feb.24,Mär.24,Apr.24
30865,1035,Polish,2,1,1,1,2,0,10,11,10,10,10,15,5
30868,1234,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
30896,1035,Polish,12,12,12,10,12,12,10,10,10,30,30,0,10
30897,1134,Polish,10,10,10,25,25,25,25,25,25,25,25,25,25
30903,1035,Polish,10,15,15,12,12,15,10,10,10,10,10,10,5
30935,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
30939,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
30960,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
30963,1134,Polish,10,10,10,10,10,10,20,15,15,15,15,15,15
30965,1135,Polish,20,5,5,5,5,5,5,5,5,5,5,5,6
30976,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
30986,1035,Polish,0,0,0,0,0,0,10,11,5,10,10,10,5
30988,1234,Polish,20,20,20,20,20,20,20,20,20,20,20,20,15
30993,1033,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
33005,1046,Polish,10,5,5,0,0,5,5,5,5,5,5,5,5
33043,1034,Polish,50,1,1,1,1,1,1,1,1,3,5,5,10
33056,1035,Polish,0,1,1,1,2,0,10,10,10,10,15,15,0
33089,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
33095,1134,Polish,14,10,10,10,20,20,20,20,20,20,20,20,20
33098,1135,Polish,30,30,30,30,30,30,30,0,5,30,25,30,30
33106,1135,Polish,30,30,30,30,30,30,30,30,30,25,25,30,30
33107,1135,Polish,60,60,60,60,60,60,30,30,0,50,50,60,60
33125,1035,Polish,10,12,12,8,15,18,10,11,10,10,10,10,5
33144,1135,Polish,60,40,40,60,60,60,60,60,50,50,40,40,45
33161,1134,Polish,15,10,10,15,15,15,15,15,15,15,15,15,15
33201,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
33202,1134,Polish,4,10,10,10,10,10,10,15,15,20,20,20,20
33203,1035,Polish,12,3,3,8,8,8,10,30,10,10,23,30,5
33219,1135,Polish,15,5,5,5,15,15,15,20,20,20,20,5,15
33231,1035,Polish,5,10,10,10,8,10,10,12,5,10,10,10,1
33270,1135,Polish,50,50,50,50,50,50,0,0,50,5,45,50,40
33291,1035,Polish,10,10,10,10,12,15,10,12,10,10,15,15,5
33299,1135,Polish,40,40,40,50,50,50,50,50,50,40,40,40,40
33302,1135,Polish,5,5,5,20,25,25,25,15,7,8,5,6,9
33321,1046,Polish,0,3,3,0,0,0,0,0,0,0,1,1,0
33333,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
33346,1135,Polish,25,25,25,25,25,25,25,25,25,25,25,25,25
33364,1134,Polish,0,10,10,0,0,0,0,0,0,0,0,0,0
33366,1234,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
33401,1135,Polish,15,5,5,20,20,20,20,20,20,20,15,15,15
33413,1134,Polish,10,10,10,10,10,10,20,20,20,20,20,20,20
33470,1046,Polish,15,20,20,10,10,15,20,10,13,13,10,0,0
33480,1046,Polish,,,,,,,,,,,,,
33490,1034,Polish,15,15,15,15,15,15,15,15,15,10,10,10,10
33504,1134,Polish,15,10,10,10,10,10,15,15,15,15,15,15,15
33573,1035,Polish,15,15,15,12,10,12,10,20,10,10,30,30,10
33591,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
33597,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
33599,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,10
33602,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
33617,1035,Polish,12,10,10,2,6,2,10,13,15,10,10,10,0
33644,1035,Polish,20,12,12,0,12,0,10,0,10,10,30,30,1
33666,1135,Polish,5,7,7,16,5,5,5,5,5,5,10,10,15
33674,1234,without a meter,8,8,8,8,8,8,8,8,8,8,8,8,8
33676,1046,Polish,15,10,10,15,20,15,15,15,15,15,0,0,10
33694,1135,Polish,50,50,50,50,50,50,50,50,50,25,45,45,45
33696,1135,Polish,30,30,30,30,30,30,30,30,30,20,20,20,20
33718,1035,Polish,8,5,5,10,3,12,10,13,15,10,30,30,5
33724,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
33732,1135,Polish,30,5,5,5,5,5,5,5,5,5,5,5,15
33737,1135,Polish,0,20,20,20,15,15,15,15,20,20,20,20,20
33739,1035,Polish,27,27,27,28,28,30,10,14,10,10,10,15,10
33741,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
33763,1135,Polish,0,5,5,5,5,5,5,5,5,5,5,5,6
33773,1135,Polish,15,5,5,13,13,14,15,15,15,15,5,15,15
33824,1035,Polish,25,24,24,20,27,27,10,22,10,10,25,25,5
33840,1135,Polish,16,15,15,10,26,28,28,23,14,12,10,21,8
33841,1135,Polish,30,30,30,30,30,30,30,30,30,5,30,25,30
33844,1135,Polish,15,11,11,8,10,10,29,12,12,10,12,5,10
33855,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
33876,1035,Polish,15,18,18,20,18,27,10,14,15,10,25,25,20
33886,1034,Polish,5,5,5,5,5,5,5,5,5,5,5,5,20
33888,1034,Polish,30,20,20,20,20,20,20,20,20,25,25,20,20
33906,1135,Polish,17,17,17,3,14,11,13,13,16,13,13,12,15
33910,1135,Polish,20,30,30,30,30,30,30,0,5,25,30,30,30
33916,1046,Polish,30,15,15,20,20,20,20,30,20,20,30,30,15
33929,1135,Polish,0,0,0,29,20,20,0,0,30,19,16,15,25
33930,1035,Polish,30,30,30,30,0,30,10,14,10,10,15,15,5
33931,1046,Polish,10,15,15,15,10,15,5,5,5,5,5,5,10
33933,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
33937,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,10
33947,1035,Polish,4,8,8,7,12,8,10,0,10,10,10,12,5
33967,1034,Polish,25,25,25,25,15,15,15,15,15,15,20,20,5
33971,1035,Polish,5,1,1,12,3,8,10,12,10,10,10,15,10
37005,1135,Polish,30,20,20,20,20,20,40,40,40,40,40,40,40
37009,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
37017,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,15
37031,1034,Polish,5,5,5,5,6,6,1,1,1,1,1,1,2
37069,1135,Polish,30,30,30,30,40,20,60,60,60,60,60,60,60
37089,1035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37096,1135,Polish,20,9,9,17,15,20,20,20,10,15,15,15,15
37112,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37116,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37117,1135,Polish,15,13,13,9,14,16,20,20,5,5,5,15,15
37119,1135,Polish,30,30,30,20,20,20,20,20,20,20,20,20,20
37122,1135,Polish,20,0,0,0,18,17,15,15,15,15,15,15,15
37125,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37127,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
37128,1135,Polish,15,9,9,17,20,20,20,20,20,30,25,25,25
37145,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
37149,1135,Polish,30,30,30,30,30,30,30,30,30,30,20,30,30
37153,1035,Polish,,,0,0,0,0,10,10,5,10,10,10,10
37157,1135,Polish,60,60,60,60,60,60,30,30,25,25,25,25,60
37165,1035,Polish,10,12,12,12,15,15,10,30,10,10,10,13,5
37166,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37167,1135,Polish,0,0,0,0,0,0,0,35,40,40,30,30,30
37168,1135,Polish,20,30,30,10,40,20,20,40,40,40,40,40,45
37181,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37183,1035,Polish,28,27,27,28,20,10,10,11,10,10,10,15,10
37184,1135,Polish,20,20,20,20,20,20,20,5,5,5,5,5,15
37188,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37190,1135,Polish,5,5,5,5,25,5,5,5,5,5,5,5,10
37192,1135,Polish,5,5,5,30,20,30,26,20,0,20,20,20,20
37202,1135,Polish,20,20,20,20,20,20,40,40,20,20,20,20,20
37204,1135,Polish,30,0,0,30,20,30,30,0,5,0,25,30,30
37209,1135,Polish,30,30,30,30,30,30,30,30,20,20,30,30,30
37216,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37243,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37251,1234,Polish,25,25,25,25,25,25,25,25,25,25,25,25,20
37284,1135,Polish,0,0,0,30,30,30,30,0,30,0,30,30,30
37326,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37333,1134,Polish,20,10,10,10,10,10,10,15,15,15,15,15,15
37335,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37338,1134,factories,15,10,10,10,10,10,10,15,15,15,15,15,15
37347,1034,Polish,25,25,25,25,20,20,20,20,20,20,20,16,10
37362,1135,Polish,20,30,30,20,30,30,20,30,30,30,30,40,40
37418,1134,Polish,10,10,10,0,0,0,0,0,0,0,0,0,0
37497,1046,Polish,25,15,15,26,10,20,20,20,20,20,20,20,15
37498,1134,Polish,0,10,10,0,0,0,0,0,0,0,0,0,0
37503,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
37507,1035,Polish,15,15,15,8,15,8,10,14,10,10,10,15,15
37697,1234,Polish,20,20,20,20,20,20,20,20,20,20,20,20,15
37763,1034,Polish,30,30,30,30,30,30,60,60,60,6,12,12,11
37793,1134,Polish,30,10,10,20,20,20,20,20,20,20,20,20,20
37801,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,0,10
37810,1135,Polish,0,0,0,50,0,0,0,0,0,0,0,30,30
37816,1035,Polish,50,31,31,30,30,30,10,24,20,30,30,20,15
37817,1135,Polish,50,40,40,40,40,40,50,50,50,50,50,50,45
37851,1035,Polish,8,20,20,12,15,12,10,11,10,30,10,15,5
37853,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
37933,1135,Polish,23,20,20,0,0,19,16,0,0,0,25,30,30
37978,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
37998,1046,Polish,20,15,15,20,20,20,20,20,20,20,20,20,15
41963,1034,Polish,15,15,15,15,15,15,15,15,15,15,15,15,5
41967,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
41971,1035,Polish,27,0,0,30,28,28,10,13,15,10,0,5,1
41973,1135,Polish,30,30,30,30,40,30,30,30,10,5,5,30,30
41975,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
41976,1134,Polish,15,10,10,0,0,0,0,0,0,0,0,0,0
44027,1034,Polish,5,5,5,5,5,5,5,5,5,10,10,10,10
44029,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44070,1134,Polish,20,10,10,22,22,22,22,22,22,22,22,22,22
44082,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
44086,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
44’097,1’035,Polish,8,5,5,5,8,8,10,12,10,10,10,10,0
44156,1035,Polish,10,0,0,0,0,0,10,10,10,10,13,13,2
44169,1035,Polish,15,15,15,15,12,15,10,13,10,10,25,25,1
44252,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
44256,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
44263,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
44270,1134,Polish,4,10,10,10,10,10,10,15,15,15,15,15,15
44271,1034,Polish,20,20,20,20,20,20,20,20,20,30,10,10,10
44283,1234,Polish,1,1,1,1,1,1,1,1,20,20,20,20,15
44291,1134,Polish,10,10,10,10,10,10,30,30,20,20,20,20,20
44292,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44304,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,10
44314,1134,Polish,0,10,10,10,10,10,10,10,10,10,10,5,5
44316,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
44326,1135,Polish,35,20,20,20,40,40,40,40,30,5,5,15,15
44333,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
44334,1134,Polish,15,10,10,0,0,0,0,0,0,0,0,0,0
44356,1034,Polish,30,30,30,30,10,10,10,10,10,20,20,20,2
44374,1034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
44383,1035,Polish,27,27,27,28,28,30,10,13,10,10,10,25,15
44408,1134,Polish,1,10,10,1,10,1,1,1,1,1,1,1,15
44413,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
44421,1035,Polish,10,8,8,7,10,12,10,11,20,10,10,10,0
44426,1035,Polish,27,27,27,30,30,30,10,11,20,10,15,15,5
44430,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
44435,1134,Polish,10,10,10,10,10,10,10,10,15,15,15,15,15
44437,1135,Polish,60,40,40,60,0,50,50,0,5,45,50,50,60
44441,1035,Polish,30,30,30,30,30,28,10,12,10,10,10,5,5
44449,1234,Polish,1,1,1,1,1,1,1,6,6,6,6,6,6
44457,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44460,1034,Polish,25,25,25,25,25,25,25,25,25,25,25,26,20
44476,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
44482,1035,Polish,28,27,27,28,29,28,10,14,4,11,11,11,3
44489,1034,Polish,15,15,15,15,15,15,25,25,25,0,4,5,5
44500,1135,Polish,30,30,30,30,30,30,30,0,30,5,25,30,30
44526,1046,Polish,15,20,20,10,30,30,30,40,0,20,40,40,30
44530,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
44545,1234,Polish,30,30,30,30,30,60,80,3,1,1,1,30,25
44546,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
44553,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
44554,1135,Polish,5,5,5,5,5,5,30,30,20,20,20,20,30
44561,1034,Polish,15,15,15,15,15,15,25,25,25,25,25,25,5
44568,1046,Polish,2,5,5,0,10,0,4,0,0,0,0,0,4
44580,1134,Polish,15,10,10,10,10,10,10,14,14,14,14,14,14
44581,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44600,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44601,1134,Polish,20,10,10,10,10,10,10,15,15,15,15,15,15
44617,1135,Polish,30,25,25,20,20,30,30,20,20,30,30,30,30
44622,1134,Polish,5,10,10,5,5,5,5,5,10,10,10,10,10
44625,1035,Polish,5,0,0,0,0,0,10,11,5,10,10,10,1
44656,1135,Polish,0,5,5,5,15,20,20,20,20,20,20,20,25
44671,1134,Polish,17,10,10,10,10,10,10,15,15,15,15,15,15
44672,1135,Polish,0,0,0,0,0,0,0,40,40,40,40,40,45
44680,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44684,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,25
44691,1035,Polish,30,27,27,28,30,30,10,13,10,10,10,10,5
44720,1135,Polish,50,50,50,50,50,50,50,0,0,0,50,50,60
44741,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44772,1234,Polish,55,55,55,60,60,80,80,80,90,90,90,90,50
44780,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
44784,1035,Polish,25,15,15,25,15,45,10,30,10,10,10,12,5
44787,1035,Polish,18,18,18,20,15,20,10,10,10,10,10,10,15
44791,1035,Polish,13,15,15,15,15,15,10,11,10,10,20,20,20
44800,1035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
44804,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
44814,1034,Polish,10,10,10,10,1,1,1,1,1,10,10,10,10
44894,1034,Polish,10,0,0,1,1,1,25,25,25,25,25,25,20
44898,1135,Polish,0,0,0,0,0,0,0,0,0,0,5,5,6
44905,1135,Polish,50,0,0,50,0,0,50,0,0,0,30,30,30
44906,1035,Polish,0,0,0,0,35,25,10,0,11,10,10,15,5
44929,1046,Polish,15,15,15,15,10,15,15,15,15,15,15,15,25
44935,1035,Polish,20,20,20,15,18,24,10,0,10,10,14,13,5
45016,1035,Polish,12,15,15,8,10,20,10,10,10,10,10,10,5
45024,1135,Polish,30,30,30,30,30,30,30,30,5,25,15,25,30
45026,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
45027,1035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45041,1034,Polish,5,5,5,5,5,5,5,5,5,5,5,5,16
45053,1234,Polish,25,25,25,25,25,25,25,25,25,30,30,30,20
45064,1035,Polish,,,,,,,,,,,,,
45075,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
45101,1035,Polish,12,20,20,20,15,20,10,12,10,10,10,15,5
45108,1134,Polish,15,10,10,10,10,15,15,15,15,15,15,15,15
45121,1032,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
45143,1131,Polish,15,15,15,15,20,20,0,0,0,0,0,0,0
45144,1135,Polish,5,0,0,5,5,5,5,5,5,10,10,10,6
45145,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
45165,1134,Polish,11,10,10,10,10,10,10,10,10,10,10,10,10
45166,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
45180,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45215,1134,Polish,10,10,10,10,11,11,11,15,15,15,15,15,15
45226,1135,Polish,25,30,30,0,20,30,25,25,20,20,20,20,20
45234,1234,Polish,30,30,30,30,30,30,30,5,5,15,15,15,15
45235,1134,Polish,30,10,10,30,30,30,30,30,15,30,30,30,30
45237,1234,Polish,15,15,15,15,25,25,25,25,15,15,15,15,15
45241,1035,Polish,8,10,10,12,20,15,10,10,10,10,10,10,5
45251,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,15
45256,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
45264,1035,Polish,0,0,0,0,0,0,10,14,10,10,10,10,0
45277,1035,Polish,2,5,5,5,7,10,10,10,10,10,10,10,0
45298,1134,Polish,5,10,10,10,10,10,10,15,15,15,15,0,0
45320,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45321,1135,Polish,30,30,30,30,0,0,30,0,0,0,30,30,30
45325,1035,Polish,8,10,10,8,8,8,10,13,10,10,40,15,15
45330,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,13
45350,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45373,1035,Polish,4,5,5,1,2,2,10,13,10,10,5,5,5
45408,1135,Polish,30,30,30,30,30,30,30,0,30,5,25,30,30
45412,1035,Polish,,,,,,,,,,,,,
45413,1035,Polish,13,12,12,12,10,12,10,0,10,10,10,13,5
45423,1035,Polish,35,35,35,30,30,30,10,30,7,10,30,30,30
45424,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
45454,1035,Polish,6,10,10,10,7,5,10,10,10,10,10,10,5
45493,1046,Polish,20,15,15,0,20,20,20,20,20,20,20,20,20
45531,1234,Polish,25,25,25,25,25,25,25,30,40,25,25,25,20
45539,1035,Polish,8,8,8,15,10,12,10,13,10,10,10,10,5
45552,1046,Polish,10,10,10,5,0,10,5,10,10,2,10,10,10
45554,1035,Polish,0,0,0,0,0,0,10,0,10,10,10,12,5
45558,1035,Polish,8,0,0,8,8,8,10,30,10,10,10,15,5
45606,1135,Polish,20,5,5,15,15,20,20,20,20,20,20,20,20
45613,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45630,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
45641,1035,Polish,13,12,12,15,15,12,10,11,10,10,10,15,5
45’644,1’035,Polish,10,8,8,12,8,8,10,13,10,10,10,15,0
45680,1035,Polish,10,20,20,10,12,15,10,14,10,10,10,10,5
45705,1035,Polish,20,20,20,25,25,25,10,30,10,10,10,3,5
45728,1035,Polish,25,25,25,30,25,25,10,11,0,10,10,10,5
45740,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45768,1234,Polish,20,20,20,20,20,20,20,20,20,1,1,1,1
45769,1234,Polish,30,30,30,30,30,30,20,20,20,20,20,40,30
45795,1035,Polish,12,15,15,15,12,12,10,12,10,10,10,10,0
45826,1134,Polish,20,10,10,10,10,10,10,15,15,15,15,15,15
45835,1134,Polish,10,10,10,15,15,15,15,15,15,15,15,15,15
45924,1135,Polish,18,5,5,10,20,22,11,15,15,14,13,10,15
45925,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45928,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
45941,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
45947,1135,Polish,5,5,5,10,16,16,17,11,10,10,9,6,13
45961,1134,Polish,20,10,10,0,0,0,0,0,0,0,0,0,0
45965,1135,Polish,20,20,20,20,20,20,20,25,25,25,25,25,25
45973,1234,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
45975,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
45977,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
45987,1046,Polish,50,25,25,50,40,50,50,50,50,50,40,40,30
45988,1046,Polish,20,15,15,20,15,20,20,20,20,20,20,18,15
45992,1134,Polish,15,10,10,10,10,10,10,15,15,15,5,5,5
45995,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
45999,1234,Polish,20,20,20,20,20,20,20,20,30,30,30,30,20
46001,1032,Polish,50,40,40,50,50,50,50,50,50,50,50,50,50
46002,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
46003,1135,Polish,50,50,50,50,50,50,0,0,0,0,50,30,30
46020,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
46024,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
46026,1035,Polish,3,4,4,2,1,7,10,12,10,10,0,5,5
46029,1034,Polish,50,50,50,50,50,50,50,50,50,50,50,50,20
46040,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
46042,1134,Polish,40,10,10,10,10,10,20,20,20,20,20,20,20
46046,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
46051,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
46054,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
46082,1234,Polish,25,25,25,30,30,30,30,30,30,30,30,30,20
46085,1035,Polish,24,25,25,8,0,3,10,22,10,10,10,15,4
46091,1035,Polish,15,13,13,10,12,12,10,10,20,10,10,10,5
46092,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
46100,1134,Polish,10,10,10,20,20,20,20,20,20,20,20,20,20
46113,1135,Polish,20,5,5,10,30,30,20,30,30,30,30,25,25
46115,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
46129,1135,Polish,0,0,0,0,0,0,0,0,5,5,5,5,6
46132,1035,Polish,0,0,0,0,0,0,10,13,10,10,10,10,5
46144,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
46145,1234,Polish,28,28,28,23,20,20,20,20,20,25,25,25,20
46’150,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
46168,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
46169,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
46180,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
46200,1135,Polish,20,20,20,20,20,20,20,20,20,20,15,15,20
46229,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
46245,1035,Polish,4,0,0,0,0,0,10,10,10,10,7,7,6
46252,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
46256,1035,Polish,0,0,0,0,15,15,10,13,1,10,10,10,4
46263,1035,Polish,2,12,12,5,8,10,10,13,20,10,10,10,35
46265,1135,Polish,50,50,50,50,50,50,50,50,50,50,50,50,45
46268,1035,Polish,12,10,10,12,12,15,10,10,15,10,50,25,2
46279,1046,Polish,10,0,0,2,10,5,10,10,10,10,10,10,10
46303,1035,Polish,10,10,10,10,10,7,10,10,10,10,10,10,0
46308,1046,Polish,15,10,10,10,10,10,10,10,5,5,10,10,10
46312,1035,Polish,12,15,15,15,15,15,10,12,20,0,1,14,10
46359,1035,Polish,12,15,15,15,10,12,10,26,10,10,30,20,5
46376,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
46383,1035,Polish,12,15,15,10,12,12,10,12,0,0,10,10,5
46400,1135,Polish,30,30,30,30,30,30,30,30,5,5,30,30,30
46401,1035,Polish,15,15,15,10,15,15,10,10,10,10,10,0,5
46403,1135,Polish,30,30,30,30,30,30,30,0,5,25,30,30,30
46416,1035,Polish,18,12,12,12,10,12,10,13,10,10,10,10,0
46421,1035,Polish,15,15,15,15,2,12,10,11,10,10,10,15,5
46429,1234,Polish,20,20,20,20,20,20,20,30,30,30,30,30,20
47108,1135,Polish,0,0,0,0,0,0,0,0,0,0,100,100,110
47110,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
47112,1134,Polish,11,10,10,10,10,10,10,15,15,15,15,15,15
47126,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
47173,1135,Polish,50,50,50,50,50,50,25,45,40,40,40,40,40
47177,1135,Polish,20,5,5,9,14,17,15,13,12,15,5,5,10
47185,1135,Polish,30,30,30,30,40,20,30,30,5,5,30,25,25
47236,1135,Polish,,,,,,,,,,,,,
47243,1034,Polish,20,20,20,20,10,10,10,10,10,10,10,10,1
47’244,1’134,Polish,10,10,10,15,10,10,10,15,15,15,15,15,20
47245,1134,Polish,10,10,10,10,20,20,20,15,15,15,15,15,15
47246,1134,Polish,0,10,10,10,5,5,5,15,15,15,15,15,15
47286,1035,Polish,12,15,15,12,15,12,10,23,10,10,10,5,5
47318,1035,Polish,27,27,27,27,27,28,10,12,15,10,10,10,5
47364,1134,Polish,30,10,10,20,20,20,20,20,20,20,20,20,20
47395,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
47398,1135,Polish,15,20,20,15,15,15,15,15,15,15,15,15,15
47401,1135,Polish,20,0,0,0,0,0,0,0,0,0,0,0,0
47415,1135,Polish,0,0,0,0,0,0,0,0,5,5,5,5,6
47560,1046,Polish,0,0,0,0,0,10,0,10,0,0,0,0,7
47679,1035,Polish,28,27,27,30,28,30,10,29,10,10,10,20,5
47810,1234,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
47811,1234,Polish,25,25,25,25,25,25,25,25,25,25,25,10,10
47825,1035,Polish,0,0,0,20,0,20,0,0,0,0,0,0,0
47876,1046,Polish,20,15,15,20,20,15,20,20,15,15,0,10,14
47878,1046,Polish,20,15,15,15,15,15,15,20,20,20,20,15,15
47882,1046,Polish,20,15,15,40,15,5,15,15,15,15,15,15,15
47995,1046,Polish,10,10,10,0,10,10,10,10,0,0,1,1,2
48065,1135,Polish,0,30,30,0,30,0,30,0,30,5,25,25,25
48066,1134,Polish,20,10,10,20,20,20,20,20,20,20,20,20,20
48070,1134,Polish,5,10,10,5,5,5,5,5,5,5,5,5,5
48079,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
48081,1034,Polish,2,2,2,2,2,2,3,3,3,10,10,10,10
48111,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
48116,1134,Polish,20,10,10,20,20,20,20,20,20,20,20,20,20
48336,1035,Polish,30,30,30,35,30,50,10,27,10,10,10,0,15
48350,1134,Polish,10,10,10,0,0,0,0,0,0,0,0,0,0
48373,1134,Polish,15,10,10,20,20,20,20,20,20,20,20,20,20
